CDO_goldhofer - ce9eb70b-eef7-4470-ab9e-8974ff3837d5,Processing Time UTC,Time Interval,Event Count,,,,,CDO_israel_television_news_company_ltd - 6471a63b-911a-4732-9b12-627859a14a4b,Processing Time UTC,Time Interval,Event Count,,,,,CDO_kramer_electronics__s4ikgr - cf848168-4dcd-4403-8ca8-7f927bf99b87,Processing Time UTC,Time Interval,Event Count,,,,,CDO_the_salvation_army__saag40 - c43079b2-097a-4543-bfc9-ca7a95201c22,Processing Time UTC,Time Interval,Event Count,,,,,CDO_vf-gcp_teradata_de__sc2tra - c9e535a1-774d-4f8d-9343-eadcac11789a,Processing Time UTC,Time Interval,Event Count
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/19/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-40-15-fac84a05-127a-3a12-821f-e6e741b499d8.json.gz,2025-08-26 06:59:36,0.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/01/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-05-58-56-a74a9507-9cdd-3f87-99a0-aaa9b3c77107.json.gz,2025-08-26 06:15:36,1.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/06/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-06-00-06-d24ce958-9c20-3c60-bc80-36bb2d355984.json.gz,2025-08-26 06:07:06,5.00s,40232,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/21/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-35-42-aa4129bc-26fc-3755-9222-2c75671d2d02.json.gz,2025-08-26 06:55:38,3.82m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-52-51-ca613986-e204-3f0e-9ada-130fc57d65c9.json.gz,2025-08-26 06:56:07,2.00m,9765
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/03/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-41-01-93298053-a0e0-3f72-b390-9107e773c3df.json.gz,2025-08-26 06:59:36,1.22m,63,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/25/08/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-05-56-34-c088a42a-3417-34a1-83a6-3702e43f70a1.json.gz,2025-08-26 06:15:35,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/04/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-buffered-1-2025-08-26-05-47-03-31253100-dbb6-33cb-b63f-02db51bf64e2.json.gz,2025-08-26 06:07:01,1.47m,25,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-31-45-951a8b97-6cff-3952-997e-aed5fda67e29.json.gz,2025-08-26 06:51:49,3.00s,520,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-50-52-c91d143c-eed3-38b4-9d2f-27e48a65839f.json.gz,2025-08-26 06:54:07,2.02m,11972
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-06-50-55-f47c145b-7be9-3eb6-a83c-723225eebc24.json.gz,2025-08-26 06:58:23,2.57m,35834,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/25/09/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-05-56-34-3e0dceb5-fcbb-357b-8e42-ce899b83a5cf.json.gz,2025-08-26 06:15:35,0.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-05-58-03-76f0bee4-acb8-3d2f-9260-2a46b0a0d6f5.json.gz,2025-08-26 06:05:33,3.55m,23231,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/03/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-32-12-0cd42b1c-e090-3e9c-9f1d-641664947721.json.gz,2025-08-26 06:51:46,23.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-48-51-56ae8cc6-b0fc-324d-bba5-8ef8b2a7abae.json.gz,2025-08-26 06:52:06,9.00s,11612
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/13/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-37-58-834187f2-439d-3dac-94db-d2f9c74c0c89.json.gz,2025-08-26 06:55:49,0.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/25/11/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-05-56-34-ece19454-425e-38bc-85f0-9136da525589.json.gz,2025-08-26 06:15:35,1.42m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/02/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-buffered-1-2025-08-26-05-44-15-1ace8570-72ae-3915-9851-458602f030c1.json.gz,2025-08-26 06:02:00,2.35m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/06/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-06-43-56-e208fe3d-74d7-3b6b-97c5-501d3b7a3589.json.gz,2025-08-26 06:51:23,3.43m,72429,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-buffered-1-2025-08-26-06-31-46-677985b8-f61b-3e0e-93d7-3bdadb2bc99e.json.gz,2025-08-26 06:51:57,1.93m,232
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/16/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-37-14-634acecf-6e05-3084-b022-7fde541d27e9.json.gz,2025-08-26 06:55:49,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-06-07-39-5c2a8f76-369c-3b2d-9fb3-5b0059b81caf.json.gz,2025-08-26 06:14:10,2.83m,6222,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-05-52-11-f7aa8079-8449-3b6e-812d-3bb7e63bdd66.json.gz,2025-08-26 05:59:39,3.68m,41842,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/23/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-30-26-ec9293ad-bf86-3784-84ef-624251df7d9d.json.gz,2025-08-26 06:47:57,2.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-46-47-0fe1387e-78df-35f4-83af-08f6a07eef4c.json.gz,2025-08-26 06:50:01,1.98m,11032
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/04/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-36-48-1ebda7f4-dbfa-37af-acd4-9d0d8984e011.json.gz,2025-08-26 06:55:49,3.23m,1978,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/06/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-06-04-36-52bb5fe6-9e77-3300-b31a-5d189cda9261.json.gz,2025-08-26 06:11:20,2.88m,71401,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/00/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-buffered-1-2025-08-26-05-38-20-8248b6e3-4668-31dd-a953-ab490d10d78d.json.gz,2025-08-26 05:55:58,2.25m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/22/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-31-21-f131e628-4930-37e9-9022-54b2a7bc9375.json.gz,2025-08-26 06:47:55,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-44-45-016ec2a5-8552-365e-bf4d-fbe227038a85.json.gz,2025-08-26 06:48:02,2.02m,9245
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-06-45-07-f40e6169-bb5f-315e-a38c-dd51763b8ed2.json.gz,2025-08-26 06:52:35,54.00s,37018,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-06-01-43-b6ee6137-a610-3ac4-8b7e-0a9bb3d49c0c.json.gz,2025-08-26 06:08:27,40.00s,7659,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-05-46-19-29c194cf-fd60-37b5-ba1a-032a276028e3.json.gz,2025-08-26 05:53:43,1.88m,47176,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/04/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-27-47-5b4c75fa-0d98-3116-99dd-a1ee587659b4.json.gz,2025-08-26 06:47:55,2.28m,3,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-42-45-f368e5d1-df99-3168-b2d0-5741ceeb5977.json.gz,2025-08-26 06:46:01,2.00m,8636
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/11/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-34-35-647837d2-189d-3556-8430-90f8757ddbd5.json.gz,2025-08-26 06:51:41,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/04/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-05-47-49-02e1591e-1509-322a-a5e2-19b317b4abcf.json.gz,2025-08-26 06:07:47,1.00s,9442,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/04/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-buffered-1-2025-08-26-05-31-43-2a6c7345-ec86-3989-9cd2-3f2bf625663a.json.gz,2025-08-26 05:51:50,10.00s,31,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/06/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-06-38-11-9bf1ca9b-44bc-3cca-a117-a9006fb94e5e.json.gz,2025-08-26 06:45:38,1.78m,61292,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-40-43-5b53149a-deb9-321d-861a-330b0976e0f8.json.gz,2025-08-26 06:44:01,2.02m,8664
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/17/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-35-18-bbfd3201-be3e-30a0-b239-f6360ec451e2.json.gz,2025-08-26 06:51:41,0.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/03/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-05-50-42-880cc48f-ce08-3bbe-a96e-11020ba5a63d.json.gz,2025-08-26 06:07:46,1.95m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/03/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-buffered-1-2025-08-26-05-34-40-e1d2b92c-ebf9-3ce1-a32a-9bf7301a89ba.json.gz,2025-08-26 05:51:40,3.72m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/00/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-23-54-cba9fcbc-c7fe-3e56-bad1-d4fc05c65d9a.json.gz,2025-08-26 06:43:51,0.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-38-42-09e0fc62-1f7d-374d-bb3f-1bd090149c3b.json.gz,2025-08-26 06:42:00,2.00m,9006
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/18/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-35-18-a1e1850f-4dfa-35fa-a017-90c41dfe4240.json.gz,2025-08-26 06:51:41,4.15m,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/06/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-06-00-13-57946250-2a3f-354f-a915-89bba2e3ec6f.json.gz,2025-08-26 06:05:49,2.00m,52105,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-05-40-34-3305ceb2-e869-3c66-ac60-0d1ed2f7ffc6.json.gz,2025-08-26 05:47:57,3.25m,41380,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/01/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-25-32-e7576a25-3cbd-37f1-868a-c7448872f431.json.gz,2025-08-26 06:43:51,3.90m,4,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-36-43-148f7549-8398-3640-a5d1-e910b069bf3b.json.gz,2025-08-26 06:40:00,2.00m,10484
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-32-00-de940a4d-2c75-3f75-a244-e2f44019bf42.json.gz,2025-08-26 06:47:32,11.00s,27157,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/25/20/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-05-46-50-60dac598-caa7-3916-bead-86239c81c708.json.gz,2025-08-26 06:03:49,1.13m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/25/07/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-buffered-1-2025-08-26-05-24-49-15f6fc34-4b3f-3981-ac73-31e05da29714.json.gz,2025-08-26 05:44:42,2.57m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/06/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-06-32-39-ea31739e-847d-3c5c-b6e1-2a8c27113913.json.gz,2025-08-26 06:39:57,4.82m,61306,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-34-43-aedbe7cb-8f93-31fc-8d89-ed06ecaaf5a2.json.gz,2025-08-26 06:38:00,1.58m,9756
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-30-04-0c8363f4-439d-31dd-ba39-43ddd8e6310b.json.gz,2025-08-26 06:47:21,37.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-05-55-15-230cf441-3ca4-3327-864a-3845d56af763.json.gz,2025-08-26 06:02:41,3.43m,83896,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-05-34-40-127972d2-a296-3862-be23-5b7f4c105264.json.gz,2025-08-26 05:42:08,3.77m,46394,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/02/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-15-12-004e2e90-dfa6-31f5-96ec-bea419c5eea9.json.gz,2025-08-26 06:35:08,27.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-buffered-1-2025-08-26-06-16-29-3ff80383-eae4-3b70-ad25-0f3a11394ff0.json.gz,2025-08-26 06:36:25,20.00s,2
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-06-39-50-b634955e-695d-36b4-9ef7-9bf5c8c2eef3.json.gz,2025-08-26 06:46:44,4.28m,36737,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/02/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-05-40-38-3da09398-64d2-32b5-870a-7ab4413bc97a.json.gz,2025-08-26 05:59:15,2.42m,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/02/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-buffered-1-2025-08-26-05-18-25-6360d205-57e2-395c-950d-64cbb62ee5ee.json.gz,2025-08-26 05:38:22,42.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/06/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-06-27-22-c2210313-2c34-3608-a291-513385a4d170.json.gz,2025-08-26 06:34:41,1.33m,52961,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-32-46-1704ac52-0953-387e-84de-3294bbcbfeb7.json.gz,2025-08-26 06:36:05,2.10m,9184
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/01/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-25-55-1927077f-e119-3836-8738-d7e468d98af6.json.gz,2025-08-26 06:42:27,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-05-49-43-96c3f744-e85a-35c1-a0c9-7e07d10fe05e.json.gz,2025-08-26 05:56:50,5.52m,98615,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/04/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-05-30-59-69ecd96c-af83-37d1-a13b-1c19eae4cc3a.json.gz,2025-08-26 05:37:40,1.30m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-06-25-59-875a9314-0344-3c6d-990c-b1ac26e342ca.json.gz,2025-08-26 06:33:21,2.47m,228,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-30-45-0f3b2084-c37c-3ffd-a3f5-97c0252478ea.json.gz,2025-08-26 06:33:59,0.00s,11
