CDO_jnj_global_prod - d4614a6f-c912-456a-89a6-dd3250a6ee0e,Processing Time UTC,Time Interval,Event Count,dummy
s1630,2025-08-25 07:50,0.00s,207994,s1630
s1631,2025-08-25 07:50,1.00s,191556,s1631
s1632,2025-08-25 07:50,0.00s,198331,s1632
s1633,2025-08-25 07:50,0.00s,196852,s1633
s1634,2025-08-25 07:50,0.00s,175464,s1634
s1635,2025-08-25 07:50,1.00s,192597,s1635
s1636,2025-08-25 07:50,7.00s,79733,s1636
s1637,2025-08-25 07:50,1.00s,1,s1637
s1638,2025-08-25 07:50,2.00s,27,s1638
s1639,2025-08-25 07:49,0.00s,1,s1639
s1640,2025-08-25 07:49,0.00s,1,s1640
s1641,2025-08-25 07:49,0.00s,3,s1641
s1642,2025-08-25 07:49,1.00s,28,s1642
s1643,2025-08-25 07:49,0.00s,1,s1643
s1644,2025-08-25 07:49,0.00s,4,s1644
s1645,2025-08-25 07:49,15.00s,1,s1645
s1646,2025-08-25 07:49,0.00s,191897,s1646
s1647,2025-08-25 07:49,3.00s,208043,s1647
s1648,2025-08-25 07:49,0.00s,213089,s1648
s1649,2025-08-25 07:49,0.00s,198349,s1649
s1650,2025-08-25 07:49,0.00s,200476,s1650
s1651,2025-08-25 07:49,0.00s,203873,s1651
s1652,2025-08-25 07:49,2.00s,203065,s1652
s1653,2025-08-25 07:49,7.00s,77079,s1653
s1654,2025-08-25 07:49,0.00s,81207,s1654
s1655,2025-08-25 07:49,0.00s,78433,s1655
s1656,2025-08-25 07:49,1.00s,83824,s1656
s1657,2025-08-25 07:49,0.00s,81926,s1657
s1658,2025-08-25 07:49,0.00s,83731,s1658
s1659,2025-08-25 07:49,0.00s,78961,s1659
s1660,2025-08-25 07:49,1.00s,81763,s1660
s1661,2025-08-25 07:49,8.00s,54210,s1661
s1662,2025-08-25 07:49,1.00s,177593,s1662
s1663,2025-08-25 07:49,6.00s,33161,s1663
s1664,2025-08-25 07:49,3.00s,200855,s1664
s1665,2025-08-25 07:49,1.00s,21,s1665
s1666,2025-08-25 07:49,0.00s,2680,s1666
s1667,2025-08-25 07:49,0.00s,196322,s1667
s1668,2025-08-25 07:49,0.00s,174117,s1668
s1669,2025-08-25 07:49,0.00s,208791,s1669
s1670,2025-08-25 07:49,0.00s,214948,s1670
s1671,2025-08-25 07:49,0.00s,187832,s1671
s1672,2025-08-25 07:49,1.00s,205193,s1672
s1673,2025-08-25 07:49,0.00s,1541,s1673
s1674,2025-08-25 07:49,1.00s,74626,s1674
s1675,2025-08-25 07:49,0.00s,69,s1675
s1676,2025-08-25 07:49,0.00s,2,s1676
s1677,2025-08-25 07:49,1.00s,453,s1677
s1678,2025-08-25 07:49,0.00s,14,s1678
s1679,2025-08-25 07:49,0.00s,1,s1679
s1680,2025-08-25 07:49,0.00s,4,s1680
s1681,2025-08-25 07:49,0.00s,3,s1681
s1682,2025-08-25 07:49,0.00s,741,s1682
s1683,2025-08-25 07:49,0.00s,19,s1683
s1684,2025-08-25 07:49,0.00s,19,s1684
s1685,2025-08-25 07:49,0.00s,788,s1685
s1686,2025-08-25 07:49,0.00s,340,s1686
s1687,2025-08-25 07:49,27.00s,1334,s1687
s1688,2025-08-25 07:48,2.00s,203198,s1688
s1689,2025-08-25 07:48,0.00s,209931,s1689
s1690,2025-08-25 07:48,2.00s,206699,s1690
s1691,2025-08-25 07:48,1.00s,202298,s1691
s1692,2025-08-25 07:48,0.00s,199702,s1692
s1693,2025-08-25 07:48,0.00s,205868,s1693
s1694,2025-08-25 07:48,1.00s,188838,s1694
s1695,2025-08-25 07:48,8.00s,92394,s1695
s1696,2025-08-25 07:48,0.00s,2,s1696
s1697,2025-08-25 07:48,0.00s,1,s1697
s1698,2025-08-25 07:48,0.00s,1,s1698
s1699,2025-08-25 07:48,1.00s,172746,s1699
s1700,2025-08-25 07:48,0.00s,1,s1700
s1701,2025-08-25 07:48,0.00s,1,s1701
s1702,2025-08-25 07:48,3.00s,36661,s1702
s1703,2025-08-25 07:48,0.00s,2,s1703
s1704,2025-08-25 07:48,0.00s,1,s1704
s1705,2025-08-25 07:48,0.00s,1,s1705
s1706,2025-08-25 07:48,0.00s,1,s1706
s1707,2025-08-25 07:48,0.00s,2,s1707
s1708,2025-08-25 07:48,0.00s,1,s1708
s1709,2025-08-25 07:48,0.00s,1,s1709
s1710,2025-08-25 07:48,0.00s,3,s1710
s1711,2025-08-25 07:48,0.00s,6,s1711
s1712,2025-08-25 07:48,0.00s,6,s1712
s1713,2025-08-25 07:48,0.00s,2,s1713
s1714,2025-08-25 07:48,0.00s,3,s1714
s1715,2025-08-25 07:48,0.00s,2,s1715
s1716,2025-08-25 07:48,0.00s,3,s1716
s1717,2025-08-25 07:48,14.00s,2,s1717
s1718,2025-08-25 07:48,0.00s,208652,s1718
s1719,2025-08-25 07:48,4.00s,198620,s1719
s1720,2025-08-25 07:48,0.00s,201703,s1720
s1721,2025-08-25 07:48,0.00s,189039,s1721
s1722,2025-08-25 07:48,0.00s,219611,s1722
s1723,2025-08-25 07:48,0.00s,208502,s1723
s1724,2025-08-25 07:48,0.00s,217043,s1724
s1725,2025-08-25 07:48,21.00s,64834,s1725
s1726,2025-08-25 07:47,0.00s,203354,s1726
s1727,2025-08-25 07:47,3.00s,210498,s1727
s1728,2025-08-25 07:47,0.00s,191330,s1728
s1729,2025-08-25 07:47,0.00s,209581,s1729
s1730,2025-08-25 07:47,0.00s,199371,s1730
s1731,2025-08-25 07:47,0.00s,195293,s1731
s1732,2025-08-25 07:47,0.00s,108693,s1732
s1733,2025-08-25 07:47,7.00s,206696,s1733
s1734,2025-08-25 07:47,0.00s,80797,s1734
s1735,2025-08-25 07:47,0.00s,77999,s1735
s1736,2025-08-25 07:47,1.00s,79806,s1736
s1737,2025-08-25 07:47,0.00s,79437,s1737
s1738,2025-08-25 07:47,0.00s,82711,s1738
s1739,2025-08-25 07:47,0.00s,79846,s1739
s1740,2025-08-25 07:47,2.00s,82094,s1740
s1741,2025-08-25 07:47,10.00s,22415,s1741
s1742,2025-08-25 07:47,1.00s,167378,s1742
s1743,2025-08-25 07:47,15.00s,34433,s1743
s1744,2025-08-25 07:47,0.00s,204377,s1744
s1745,2025-08-25 07:47,0.00s,206415,s1745
s1746,2025-08-25 07:47,0.00s,202711,s1746
s1747,2025-08-25 07:47,0.00s,209383,s1747
s1748,2025-08-25 07:47,0.00s,177875,s1748
s1749,2025-08-25 07:47,0.00s,197454,s1749
s1750,2025-08-25 07:47,1.00s,197175,s1750
s1751,2025-08-25 07:47,21.00s,16070,s1751
s1752,2025-08-25 07:46,0.00s,80668,s1752
s1753,2025-08-25 07:46,0.00s,79435,s1753
s1754,2025-08-25 07:46,0.00s,79622,s1754
s1755,2025-08-25 07:46,0.00s,80151,s1755
s1756,2025-08-25 07:46,0.00s,82902,s1756
s1757,2025-08-25 07:46,0.00s,79778,s1757
s1758,2025-08-25 07:46,1.00s,79558,s1758
s1759,2025-08-25 07:46,7.00s,48972,s1759
s1760,2025-08-25 07:46,0.00s,188431,s1760
s1761,2025-08-25 07:46,0.00s,211142,s1761
s1762,2025-08-25 07:46,0.00s,186902,s1762
s1763,2025-08-25 07:46,0.00s,214121,s1763
s1764,2025-08-25 07:46,0.00s,207694,s1764
s1765,2025-08-25 07:46,0.00s,206456,s1765
s1766,2025-08-25 07:46,1.00s,203168,s1766
s1767,2025-08-25 07:46,8.00s,98384,s1767
s1768,2025-08-25 07:46,1.00s,175337,s1768
s1769,2025-08-25 07:46,12.00s,35357,s1769
s1770,2025-08-25 07:46,2.00s,211234,s1770
s1771,2025-08-25 07:46,0.00s,200524,s1771
s1772,2025-08-25 07:46,1.00s,205397,s1772
s1773,2025-08-25 07:46,0.00s,205581,s1773
s1774,2025-08-25 07:46,0.00s,206563,s1774
s1775,2025-08-25 07:46,0.00s,198225,s1775
s1776,2025-08-25 07:46,1.00s,172744,s1776
s1777,2025-08-25 07:46,29.00s,64911,s1777
s1778,2025-08-25 07:45,0.00s,207977,s1778
s1779,2025-08-25 07:45,0.00s,195020,s1779
s1780,2025-08-25 07:45,0.00s,191556,s1780
s1781,2025-08-25 07:45,0.00s,201681,s1781
s1782,2025-08-25 07:45,0.00s,204176,s1782
s1783,2025-08-25 07:45,0.00s,202561,s1783
s1784,2025-08-25 07:45,1.00s,206085,s1784
s1785,2025-08-25 07:45,6.00s,104059,s1785
s1786,2025-08-25 07:45,1.00s,81014,s1786
s1787,2025-08-25 07:45,0.00s,78718,s1787
s1788,2025-08-25 07:45,0.00s,80412,s1788
s1789,2025-08-25 07:45,1.00s,80051,s1789
s1790,2025-08-25 07:45,0.00s,79889,s1790
s1791,2025-08-25 07:45,0.00s,49518,s1791
s1792,2025-08-25 07:45,0.00s,81068,s1792
s1793,2025-08-25 07:45,4.00s,81175,s1793
s1794,2025-08-25 07:45,2.00s,172047,s1794
s1795,2025-08-25 07:45,16.00s,31431,s1795
s1796,2025-08-25 07:45,0.00s,202048,s1796
s1797,2025-08-25 07:45,0.00s,205608,s1797
s1798,2025-08-25 07:45,0.00s,206584,s1798
s1799,2025-08-25 07:45,0.00s,197520,s1799
s1800,2025-08-25 07:45,0.00s,195281,s1800
s1801,2025-08-25 07:45,0.00s,204565,s1801
s1802,2025-08-25 07:45,1.00s,191132,s1802
s1803,2025-08-25 07:45,5.00s,82935,s1803
s1804,2025-08-25 07:45,0.00s,2,s1804
s1805,2025-08-25 07:45,0.00s,2,s1805
s1806,2025-08-25 07:45,0.00s,3,s1806
s1807,2025-08-25 07:45,0.00s,21,s1807
s1808,2025-08-25 07:45,1.00s,3,s1808
s1809,2025-08-25 07:45,1.00s,29135,s1809
s1810,2025-08-25 07:45,0.00s,2,s1810
s1811,2025-08-25 07:45,0.00s,4,s1811
s1812,2025-08-25 07:45,1.00s,4466,s1812
s1813,2025-08-25 07:44,0.00s,2,s1813
s1814,2025-08-25 07:44,0.00s,1,s1814
s1815,2025-08-25 07:44,0.00s,1,s1815
s1816,2025-08-25 07:44,0.00s,1,s1816
s1817,2025-08-25 07:44,0.00s,1,s1817
s1818,2025-08-25 07:44,0.00s,1,s1818
s1819,2025-08-25 07:44,0.00s,1,s1819
s1820,2025-08-25 07:44,0.00s,1,s1820
s1821,2025-08-25 07:44,0.00s,1,s1821
s1822,2025-08-25 07:44,0.00s,1,s1822
s1823,2025-08-25 07:44,0.00s,2,s1823
s1824,2025-08-25 07:44,0.00s,3,s1824
s1825,2025-08-25 07:44,0.00s,3,s1825
s1826,2025-08-25 07:44,0.00s,8,s1826
s1827,2025-08-25 07:44,0.00s,1,s1827
s1828,2025-08-25 07:44,0.00s,1,s1828
s1829,2025-08-25 07:44,0.00s,11,s1829
s1830,2025-08-25 07:44,0.00s,9,s1830
s1831,2025-08-25 07:44,0.00s,6,s1831
s1832,2025-08-25 07:44,0.00s,3,s1832
s1833,2025-08-25 07:44,0.00s,1,s1833
s1834,2025-08-25 07:44,0.00s,4,s1834
s1835,2025-08-25 07:44,0.00s,14,s1835
s1836,2025-08-25 07:44,0.00s,33,s1836
s1837,2025-08-25 07:44,0.00s,21,s1837
s1838,2025-08-25 07:44,0.00s,33,s1838
s1839,2025-08-25 07:44,18.00s,26,s1839
s1840,2025-08-25 07:44,2.00s,63857,s1840
s1841,2025-08-25 07:44,0.00s,200385,s1841
s1842,2025-08-25 07:44,0.00s,193992,s1842
s1843,2025-08-25 07:44,1.00s,195540,s1843
s1844,2025-08-25 07:44,0.00s,205898,s1844
s1845,2025-08-25 07:44,0.00s,208365,s1845
s1846,2025-08-25 07:44,0.00s,207117,s1846
s1847,2025-08-25 07:44,22.00s,207209,s1847
s1848,2025-08-25 07:44,2.00s,175650,s1848
s1849,2025-08-25 07:44,10.00s,22776,s1849
s1850,2025-08-25 07:44,1.00s,210660,s1850
s1851,2025-08-25 07:44,0.00s,181887,s1851
s1852,2025-08-25 07:44,0.00s,111317,s1852
s1853,2025-08-25 07:44,0.00s,212350,s1853
s1854,2025-08-25 07:44,0.00s,196726,s1854
s1855,2025-08-25 07:44,0.00s,204223,s1855
s1856,2025-08-25 07:44,1.00s,206682,s1856
s1857,2025-08-25 07:44,11.00s,210269,s1857
s1858,2025-08-25 07:43,1.00s,78938,s1858
s1859,2025-08-25 07:43,1.00s,80858,s1859
s1860,2025-08-25 07:43,0.00s,76194,s1860
s1861,2025-08-25 07:43,0.00s,79469,s1861
s1862,2025-08-25 07:43,0.00s,78665,s1862
s1863,2025-08-25 07:43,0.00s,79840,s1863
s1864,2025-08-25 07:43,1.00s,79974,s1864
s1865,2025-08-25 07:43,17.00s,22406,s1865
s1866,2025-08-25 07:43,1.00s,202108,s1866
s1867,2025-08-25 07:43,0.00s,207532,s1867
s1868,2025-08-25 07:43,0.00s,179142,s1868
s1869,2025-08-25 07:43,0.00s,196786,s1869
s1870,2025-08-25 07:43,0.00s,199735,s1870
s1871,2025-08-25 07:43,1.00s,202678,s1871
s1872,2025-08-25 07:43,0.00s,156924,s1872
s1873,2025-08-25 07:43,8.00s,185545,s1873
s1874,2025-08-25 07:43,2.00s,175627,s1874
s1875,2025-08-25 07:43,15.00s,21859,s1875
s1876,2025-08-25 07:43,0.00s,196739,s1876
s1877,2025-08-25 07:43,1.00s,205737,s1877
s1878,2025-08-25 07:43,0.00s,195445,s1878
s1879,2025-08-25 07:43,0.00s,202584,s1879
s1880,2025-08-25 07:43,0.00s,203363,s1880
s1881,2025-08-25 07:43,0.00s,212328,s1881
s1882,2025-08-25 07:43,1.00s,197120,s1882
s1883,2025-08-25 07:43,16.00s,70082,s1883
s1884,2025-08-25 07:42,3.00s,82065,s1884
s1885,2025-08-25 07:42,0.00s,81887,s1885
s1886,2025-08-25 07:42,0.00s,80518,s1886
s1887,2025-08-25 07:42,0.00s,78096,s1887
s1888,2025-08-25 07:42,0.00s,80664,s1888
s1889,2025-08-25 07:42,0.00s,80918,s1889
s1890,2025-08-25 07:42,1.00s,78832,s1890
s1891,2025-08-25 07:42,5.00s,48926,s1891
s1892,2025-08-25 07:42,3.00s,194025,s1892
s1893,2025-08-25 07:42,0.00s,199421,s1893
s1894,2025-08-25 07:42,1.00s,196920,s1894
s1895,2025-08-25 07:42,0.00s,200414,s1895
s1896,2025-08-25 07:42,0.00s,211633,s1896
s1897,2025-08-25 07:42,0.00s,185216,s1897
s1898,2025-08-25 07:42,1.00s,206996,s1898
s1899,2025-08-25 07:42,17.00s,108586,s1899
s1900,2025-08-25 07:42,2.00s,169404,s1900
s1901,2025-08-25 07:42,4.00s,28747,s1901
s1902,2025-08-25 07:42,0.00s,211324,s1902
s1903,2025-08-25 07:42,0.00s,191142,s1903
s1904,2025-08-25 07:42,0.00s,200250,s1904
s1905,2025-08-25 07:42,0.00s,46860,s1905
s1906,2025-08-25 07:42,0.00s,209247,s1906
s1907,2025-08-25 07:42,0.00s,194711,s1907
s1908,2025-08-25 07:42,1.00s,209513,s1908
s1909,2025-08-25 07:42,19.00s,205616,s1909
s1910,2025-08-25 07:41,1.00s,81888,s1910
s1911,2025-08-25 07:41,0.00s,80580,s1911
s1912,2025-08-25 07:41,0.00s,80940,s1912
s1913,2025-08-25 07:41,0.00s,79906,s1913
s1914,2025-08-25 07:41,0.00s,80745,s1914
s1915,2025-08-25 07:41,0.00s,80066,s1915
s1916,2025-08-25 07:41,0.00s,78356,s1916
s1917,2025-08-25 07:41,20.00s,48392,s1917
s1918,2025-08-25 07:41,0.00s,180583,s1918
s1919,2025-08-25 07:41,0.00s,154372,s1919
s1920,2025-08-25 07:41,0.00s,177986,s1920
s1921,2025-08-25 07:41,0.00s,173476,s1921
s1922,2025-08-25 07:41,0.00s,206838,s1922
s1923,2025-08-25 07:41,0.00s,210416,s1923
s1924,2025-08-25 07:41,0.00s,194928,s1924
s1925,2025-08-25 07:41,9.00s,171278,s1925
s1926,2025-08-25 07:41,0.00s,1,s1926
s1927,2025-08-25 07:41,0.00s,1,s1927
s1928,2025-08-25 07:41,0.00s,10,s1928
s1929,2025-08-25 07:41,0.00s,48,s1929
s1930,2025-08-25 07:41,0.00s,19,s1930
s1931,2025-08-25 07:41,0.00s,45,s1931
s1932,2025-08-25 07:41,0.00s,2901,s1932
s1933,2025-08-25 07:41,0.00s,254,s1933
s1934,2025-08-25 07:41,0.00s,268,s1934
s1935,2025-08-25 07:41,0.00s,227,s1935
s1936,2025-08-25 07:41,1.00s,240,s1936
s1937,2025-08-25 07:41,0.00s,95,s1937
s1938,2025-08-25 07:41,0.00s,1,s1938
s1939,2025-08-25 07:41,0.00s,3,s1939
s1940,2025-08-25 07:41,0.00s,1,s1940
s1941,2025-08-25 07:41,0.00s,2,s1941
s1942,2025-08-25 07:41,0.00s,1,s1942
s1943,2025-08-25 07:41,0.00s,2,s1943
s1944,2025-08-25 07:41,0.00s,1,s1944
s1945,2025-08-25 07:41,0.00s,1,s1945
s1946,2025-08-25 07:41,0.00s,4,s1946
s1947,2025-08-25 07:41,0.00s,2,s1947
s1948,2025-08-25 07:41,0.00s,5,s1948
s1949,2025-08-25 07:41,0.00s,3,s1949
s1950,2025-08-25 07:41,0.00s,5,s1950
s1951,2025-08-25 07:41,0.00s,11,s1951
s1952,2025-08-25 07:41,0.00s,6,s1952
s1953,2025-08-25 07:41,0.00s,2,s1953
s1954,2025-08-25 07:41,0.00s,6,s1954
s1955,2025-08-25 07:41,0.00s,14,s1955
s1956,2025-08-25 07:41,0.00s,19,s1956
s1957,2025-08-25 07:41,0.00s,61,s1957
s1958,2025-08-25 07:41,0.00s,28,s1958
s1959,2025-08-25 07:41,0.00s,166,s1959
s1960,2025-08-25 07:41,0.00s,35,s1960
s1961,2025-08-25 07:41,0.00s,106,s1961
s1962,2025-08-25 07:41,0.00s,236,s1962
s1963,2025-08-25 07:41,0.00s,330,s1963
s1964,2025-08-25 07:41,0.00s,4094,s1964
s1965,2025-08-25 07:41,0.00s,228,s1965
s1966,2025-08-25 07:41,0.00s,255,s1966
s1967,2025-08-25 07:41,0.00s,274,s1967
s1968,2025-08-25 07:41,0.00s,2753,s1968
s1969,2025-08-25 07:41,0.00s,5284,s1969
s1970,2025-08-25 07:41,1.00s,178375,s1970
s1971,2025-08-25 07:41,0.00s,1228,s1971
s1972,2025-08-25 07:41,0.00s,829,s1972
s1973,2025-08-25 07:41,0.00s,5451,s1973
s1974,2025-08-25 07:41,1.00s,180993,s1974
s1975,2025-08-25 07:41,0.00s,3,s1975
s1976,2025-08-25 07:41,0.00s,1,s1976
s1977,2025-08-25 07:41,0.00s,2,s1977
s1978,2025-08-25 07:41,0.00s,4,s1978
s1979,2025-08-25 07:41,0.00s,2,s1979
s1980,2025-08-25 07:41,0.00s,1,s1980
s1981,2025-08-25 07:41,0.00s,1,s1981
s1982,2025-08-25 07:41,0.00s,8,s1982
s1983,2025-08-25 07:41,0.00s,7,s1983
s1984,2025-08-25 07:41,0.00s,3114,s1984
s1985,2025-08-25 07:41,0.00s,30,s1985
s1986,2025-08-25 07:41,0.00s,24,s1986
s1987,2025-08-25 07:41,0.00s,2889,s1987
s1988,2025-08-25 07:41,1.00s,1165,s1988
s1989,2025-08-25 07:41,0.00s,24,s1989
s1990,2025-08-25 07:41,0.00s,1,s1990
s1991,2025-08-25 07:41,0.00s,1,s1991
s1992,2025-08-25 07:41,0.00s,3,s1992
s1993,2025-08-25 07:41,0.00s,1,s1993
s1994,2025-08-25 07:41,0.00s,2,s1994
s1995,2025-08-25 07:41,0.00s,3,s1995
s1996,2025-08-25 07:41,0.00s,21,s1996
s1997,2025-08-25 07:41,0.00s,4,s1997
s1998,2025-08-25 07:41,0.00s,3,s1998
s1999,2025-08-25 07:41,0.00s,22,s1999
s2000,2025-08-25 07:41,0.00s,1,s2000
s2001,2025-08-25 07:41,0.00s,21,s2001
s2002,2025-08-25 07:41,0.00s,222,s2002
s2003,2025-08-25 07:41,0.00s,6074,s2003
s2004,2025-08-25 07:41,0.00s,41,s2004
s2005,2025-08-25 07:41,0.00s,1403,s2005
s2006,2025-08-25 07:41,0.00s,150,s2006
s2007,2025-08-25 07:41,0.00s,157,s2007
s2008,2025-08-25 07:41,0.00s,1135,s2008
s2009,2025-08-25 07:41,0.00s,168,s2009
s2010,2025-08-25 07:41,0.00s,271,s2010
s2011,2025-08-25 07:41,1.00s,268,s2011
s2012,2025-08-25 07:41,1.00s,198584,s2012
s2013,2025-08-25 07:41,0.00s,20388,s2013
s2014,2025-08-25 07:41,0.00s,187390,s2014
s2015,2025-08-25 07:41,0.00s,195737,s2015
s2016,2025-08-25 07:41,0.00s,203835,s2016
s2017,2025-08-25 07:41,0.00s,200730,s2017
s2018,2025-08-25 07:41,1.00s,193653,s2018
s2019,2025-08-25 07:41,41.00s,24702,s2019
s2020,2025-08-25 07:40,4.00s,187367,s2020
s2021,2025-08-25 07:40,0.00s,200573,s2021
s2022,2025-08-25 07:40,0.00s,207456,s2022
s2023,2025-08-25 07:40,0.00s,204361,s2023
s2024,2025-08-25 07:40,0.00s,200951,s2024
s2025,2025-08-25 07:40,0.00s,192707,s2025
s2026,2025-08-25 07:40,1.00s,194693,s2026
s2027,2025-08-25 07:40,12.00s,68361,s2027
s2028,2025-08-25 07:40,1.00s,183535,s2028
s2029,2025-08-25 07:40,14.00s,18255,s2029
s2030,2025-08-25 07:39,0.00s,22061,s2030
s2031,2025-08-25 07:39,0.00s,203061,s2031
s2032,2025-08-25 07:39,0.00s,198206,s2032
s2033,2025-08-25 07:39,0.00s,199686,s2033
s2034,2025-08-25 07:39,0.00s,193386,s2034
s2035,2025-08-25 07:39,1.00s,199459,s2035
s2036,2025-08-25 07:39,0.00s,193156,s2036
s2037,2025-08-25 07:39,1.00s,200758,s2037
s2038,2025-08-25 07:39,1.00s,59273,s2038
s2039,2025-08-25 07:39,0.00s,78724,s2039
s2040,2025-08-25 07:39,0.00s,80866,s2040
s2041,2025-08-25 07:39,0.00s,81312,s2041
s2042,2025-08-25 07:39,0.00s,80001,s2042
s2043,2025-08-25 07:39,0.00s,81704,s2043
s2044,2025-08-25 07:39,1.00s,78235,s2044
s2045,2025-08-25 07:39,28.00s,78723,s2045
s2046,2025-08-25 07:39,1.00s,206345,s2046
s2047,2025-08-25 07:39,3.00s,195524,s2047
s2048,2025-08-25 07:39,0.00s,182394,s2048
s2049,2025-08-25 07:39,0.00s,200823,s2049
s2050,2025-08-25 07:39,0.00s,195711,s2050
s2051,2025-08-25 07:39,0.00s,201330,s2051
s2052,2025-08-25 07:39,1.00s,193943,s2052
s2053,2025-08-25 07:39,9.00s,109523,s2053
s2054,2025-08-25 07:39,1.00s,178035,s2054
s2055,2025-08-25 07:39,1.00s,35161,s2055
s2056,2025-08-25 07:39,1.00s,80074,s2056
s2057,2025-08-25 07:39,0.00s,78222,s2057
s2058,2025-08-25 07:39,0.00s,81554,s2058
s2059,2025-08-25 07:39,0.00s,81722,s2059
s2060,2025-08-25 07:39,0.00s,77487,s2060
s2061,2025-08-25 07:39,1.00s,80091,s2061
s2062,2025-08-25 07:39,0.00s,50545,s2062
s2063,2025-08-25 07:39,15.00s,79686,s2063
s2064,2025-08-25 07:38,0.00s,205986,s2064
s2065,2025-08-25 07:38,0.00s,198900,s2065
s2066,2025-08-25 07:38,1.00s,109705,s2066
s2067,2025-08-25 07:38,0.00s,192061,s2067
s2068,2025-08-25 07:38,0.00s,201356,s2068
s2069,2025-08-25 07:38,0.00s,192492,s2069
s2070,2025-08-25 07:38,0.00s,194932,s2070
s2071,2025-08-25 07:38,8.00s,210959,s2071
s2072,2025-08-25 07:38,0.00s,78186,s2072
s2073,2025-08-25 07:38,0.00s,78867,s2073
s2074,2025-08-25 07:38,0.00s,80933,s2074
s2075,2025-08-25 07:38,0.00s,79369,s2075
s2076,2025-08-25 07:38,0.00s,78802,s2076
s2077,2025-08-25 07:38,0.00s,81161,s2077
s2078,2025-08-25 07:38,1.00s,76662,s2078
s2079,2025-08-25 07:38,20.00s,49571,s2079
s2080,2025-08-25 07:38,1.00s,194893,s2080
s2081,2025-08-25 07:38,0.00s,180083,s2081
s2082,2025-08-25 07:38,0.00s,184183,s2082
s2083,2025-08-25 07:38,0.00s,194746,s2083
s2084,2025-08-25 07:38,0.00s,196609,s2084
s2085,2025-08-25 07:38,0.00s,212915,s2085
s2086,2025-08-25 07:38,1.00s,203302,s2086
s2087,2025-08-25 07:38,9.00s,89762,s2087
s2088,2025-08-25 07:38,1.00s,176704,s2088
s2089,2025-08-25 07:38,19.00s,40399,s2089
s2090,2025-08-25 07:37,0.00s,205352,s2090
s2091,2025-08-25 07:37,0.00s,195721,s2091
s2092,2025-08-25 07:37,0.00s,194834,s2092
s2093,2025-08-25 07:37,0.00s,197030,s2093
s2094,2025-08-25 07:37,0.00s,188688,s2094
s2095,2025-08-25 07:37,0.00s,204319,s2095
s2096,2025-08-25 07:37,1.00s,199345,s2096
s2097,2025-08-25 07:37,20.00s,88237,s2097
s2098,2025-08-25 07:37,1.00s,199486,s2098
s2099,2025-08-25 07:37,0.00s,1,s2099
s2100,2025-08-25 07:37,0.00s,9,s2100
s2101,2025-08-25 07:37,0.00s,178621,s2101
s2102,2025-08-25 07:37,0.00s,203648,s2102
s2103,2025-08-25 07:37,1.00s,197125,s2103
s2104,2025-08-25 07:37,0.00s,6,s2104
s2105,2025-08-25 07:37,0.00s,3,s2105
s2106,2025-08-25 07:37,0.00s,1,s2106
s2107,2025-08-25 07:37,0.00s,2,s2107
s2108,2025-08-25 07:37,0.00s,3,s2108
s2109,2025-08-25 07:37,0.00s,1288,s2109
s2110,2025-08-25 07:37,1.00s,302,s2110
s2111,2025-08-25 07:37,0.00s,1,s2111
s2112,2025-08-25 07:37,0.00s,2,s2112
s2113,2025-08-25 07:37,0.00s,6,s2113
s2114,2025-08-25 07:37,0.00s,17,s2114
s2115,2025-08-25 07:37,1.00s,17974,s2115
s2116,2025-08-25 07:37,0.00s,197939,s2116
s2117,2025-08-25 07:37,0.00s,191004,s2117
s2118,2025-08-25 07:37,0.00s,124143,s2118
s2119,2025-08-25 07:37,1.00s,191902,s2119
s2120,2025-08-25 07:37,0.00s,1,s2120
s2121,2025-08-25 07:37,0.00s,1,s2121
s2122,2025-08-25 07:37,0.00s,1,s2122
s2123,2025-08-25 07:37,0.00s,1,s2123
s2124,2025-08-25 07:37,0.00s,1,s2124
s2125,2025-08-25 07:37,0.00s,1,s2125
s2126,2025-08-25 07:37,0.00s,1,s2126
s2127,2025-08-25 07:37,0.00s,3,s2127
s2128,2025-08-25 07:37,0.00s,8,s2128
s2129,2025-08-25 07:37,0.00s,1,s2129
s2130,2025-08-25 07:37,0.00s,3,s2130
s2131,2025-08-25 07:37,0.00s,1,s2131
s2132,2025-08-25 07:37,0.00s,5,s2132
s2133,2025-08-25 07:37,0.00s,4,s2133
s2134,2025-08-25 07:37,0.00s,4,s2134
s2135,2025-08-25 07:37,0.00s,7,s2135
s2136,2025-08-25 07:37,0.00s,3,s2136
s2137,2025-08-25 07:37,0.00s,24,s2137
s2138,2025-08-25 07:37,0.00s,1,s2138
s2139,2025-08-25 07:37,0.00s,1,s2139
s2140,2025-08-25 07:37,0.00s,4,s2140
s2141,2025-08-25 07:37,0.00s,838,s2141
s2142,2025-08-25 07:37,0.00s,9,s2142
s2143,2025-08-25 07:37,0.00s,25,s2143
s2144,2025-08-25 07:37,0.00s,480,s2144
s2145,2025-08-25 07:37,0.00s,23,s2145
s2146,2025-08-25 07:37,16.00s,49,s2146
s2147,2025-08-25 07:37,4.00s,169052,s2147
s2148,2025-08-25 07:37,14.00s,44115,s2148
s2149,2025-08-25 07:36,0.00s,196469,s2149
s2150,2025-08-25 07:36,0.00s,198697,s2150
s2151,2025-08-25 07:36,0.00s,193147,s2151
s2152,2025-08-25 07:36,0.00s,199666,s2152
